idProduccion;Clasificacion_Produccion;Tipo_Produccion;Validacion_Produccion;N_Registro_Produccion;Descripcion_Produccion;Nombre_Produccion;Informacion_Adicional_Produccion;Autores_Produccion;Col_Grupo_Codigo_GrupLAC
306;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;49 ;Publicado en revista especializada ;Síntesis de catalizadores de Fe-Mo soportados sobre sílice para la oxidación selectiva de metano hasta formaldehido ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2009 vol:29 fasc: 1 págs: 53 - 59, DOI: ;CARLOS ALBERTO GUERRERO FAJARDO, FRANCISCO SANCHEZ, ;nro=00000000006208;
307;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;50 ;Publicado en revista especializada ;Cocinas Solares ;Colombia, Innovación Y Ciencia ISSN: 0121-5140, 2008 vol:XV fasc: 4 págs: 54 - 63, DOI: ;FABIOLA MEJIA BARRAGAN, ;nro=00000000006208;
308;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;51 ;Publicado en revista especializada ;Relación de las culturas amazónicas con su territorio ;Colombia, Innovación Y Ciencia ISSN: 0121-5140, 2008 vol:XV fasc: 3 págs: 26 - 31, DOI: ;FABIOLA MEJIA BARRAGAN, ;nro=00000000006208;
309;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;52 ;Publicado en revista especializada ;Tras los orígenes de la crisis ambiental actual ;Colombia, Letras Con Conciencia Tecnológica ISSN: 1909-9002, 2008 vol:4 fasc: N/A págs: 49 - 61, DOI: ;FABIOLA MEJIA BARRAGAN, ;nro=00000000006208;
310;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;53 ;Publicado en revista especializada ;Sol-gel synthesis of iron catalysers supported on silica and titanium for selectively oxidising methane to formaldehyde ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2008 vol:28 fasc: 1 págs: 72 - 80, DOI: ;CARLOS ALBERTO GUERRERO FAJARDO, CLAIRE COURSON, ANNE CECILE ROGER, FRANCISCO SANCHEZ, ;nro=00000000006208;
311;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;54 ;Publicado en revista especializada ;Potencial oleoquímico del aceite de palma ;Colombia, Innovación Y Ciencia ISSN: 0121-5140, 2008 vol:15 fasc: 1 págs: 36 - 47, DOI: ;PAULO CESAR NARVAEZ RINCON, JUAN GUILLERMO CADAVID ESTRADA, ;nro=00000000006208;
312;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;55 ;Publicado en revista especializada ;Kinetics of palm oil methanolysis ;Estados Unidos, Journal Of The American Oil Chemists Society ISSN: 0003-021X, 2007 vol:84 fasc: 10 págs: 971 - 977, DOI:10.1007/s11746-007-1120-y ;PAULO CESAR NARVAEZ RINCON, FRANCISCO JOSE SANCHEZ CASTELLANOS, SANDRA MILENA RINCON MIRANDA, SANDRA RINCON, ;nro=00000000006208;
313;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;56 ;Publicado en revista especializada ;Oxidación parcial de metano a formaldehido sobre catalizadores MoO3, Fe2O3 y ferromolibdeno ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2007 vol:27 fasc: 1 págs: 19 - 24, DOI: ;CARLOS ALBERTO GUERRERO FAJARDO, FRANCISCO SANCHEZ, DANIEL DEL RIO, GUSTAVO DURAN, ALVARO ORJUELA LONDONO, ALVARO ORJUELA, ;nro=00000000006208;
314;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;57 ;Publicado en revista especializada ;Methane selective oxidation to formaldehyde with Fe-catalysts supported on silica or incorporated into the support ;Estados Unidos, Catalysis Communications ISSN: 1566-7367, 2007 vol:9 fasc: 5 págs: 864 - 869, DOI:http://www.journals.elsevier.com/catalysis-communications/ ;CARLOS ALBERTO GUERRERO FAJARDO, YVONNE NGUYEN, CLAIRE COURSON, ANNE CECILE ROGER, DANIEL NIZNANSKY, ;nro=00000000006208;
315;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;58 ;Publicado en revista especializada ;Determination of some physical and transport properties of palm oil and of its methyl esters ;Argentina, Latin American Applied Research ISSN: 0327-0793, 2007 vol:38 fasc: 1 págs: 1 - 6, DOI: ;PAULO CESAR NARVAEZ RINCON, FRANCISCO JOSE SANCHEZ CASTELLANOS, SANDRA RINCON, SANDRA MILENA RINCON MIRANDA, LADY ZAMIRA CASTENEDA, ;nro=00000000006208;
316;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;59 ;Publicado en revista especializada ;Catalizadores Fe/SiO2 para la oxidacion selectiva de metano hasta formaldehido ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2006 vol:26 fasc: 2 págs: 37 - 44, DOI: ;CARLOS ALBERTO GUERRERO FAJARDO, YVONNE NGUYEN, CLAIRE COURSON, ANNE CECILE ROGER, ;nro=00000000006208;
317;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;60 ;Publicado en revista especializada ;Manejo de la salinidad en aguas asociadas de produccion de la industria petrolera ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2005 vol:25 fasc: 3 págs: 27 - 33, DOI: ;CARLOS ALBERTO GUERRERO FAJARDO, DIEGO RAMIREZ, SANDRA ESCOBAR, ;nro=00000000006208;
318;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;61 ;Publicado en revista especializada ;APLICACION DE REDES NEURONALES EN PLANTAS TERMICAS. ;Colombia, ASOCIACION DE INGENIEROS DE LA UNIVERSIDAD NACIONAL :AIMUN ISSN: 0, 2000 vol: fasc: págs: - , DOI: ;FABIO EMIRO SIERRA VARGAS, ;nro=00000000006208;
319;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;1 ;Libro resultado de investigación ;Diseño, Construcción Y Pruebas De Horno Prototipo Semicontinuo Para Producir Cerámica ;Colombia,2015, ISBN: 979-958-775-133-7 vol: págs: , Ed. Facultad De Ingenieria Universidad Nacional ;FABIO EMIRO SIERRA VARGAS, CARLOS ALBERTO GUERRERO FAJARDO, JORGE EDUARDO ARANGO GOMEZ, ;nro=00000000006208;
320;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;No;2 ;Libro resultado de investigación ;LINEAMIENTOS GENERALES DE LA LINEA ENERGÍA PARA EL FUTURO ;Colombia,2015, ISBN: 978-958-8290-66-2 vol: págs: , Ed. Colciencias ;FABIO EMIRO SIERRA VARGAS, ;nro=00000000006208;
321;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;No;3 ;Libro resultado de investigación ;Cartilla energea renovable, Universidad del atlantico ;Colombia,2014, ISBN: 987-958-8742-56-4 vol: págs: , Ed. Ediciones Universidad Del Atlantico ;LILI TATIANA VEGA CLAVIJO, DANITZA MARIA CORTES PEREZ, ;nro=00000000006208;
322;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;4 ;Libro resultado de investigación ;Vehículos Solares Y Eléctricos ;Colombia,2011, ISBN: 978-958-99238-8-7 vol: 1 págs: 150, Ed. Asociacion de Ingenieros Mecánicos de la Universidad Nacional de Colombia AIMUN ;FABIO EMIRO SIERRA VARGAS, DANNY MURCIA GOMEZ, BJORN PHILIPP CASTILLO HEIM, ;nro=00000000006208;
323;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;5 ;Libro resultado de investigación ;Pellets De Biomasa Y Sus Aplicaciones ;Colombia,2011, ISBN: 978-958-99238-6-3 vol: 1 págs: 128, Ed. Asociacion de Ingenieros Mecánicos de la Universidad Nacional de Colombia AIMUN ;FABIO EMIRO SIERRA VARGAS, DANNY MURCIA GOMEZ, CARLOS ALBERTO GUERRERO FAJARDO, BJORN PHILIPP CASTILLO HEIM, ;nro=00000000006208;
324;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;6 ;Libro resultado de investigación ;Hornos Para Materiales Cerámicos ;Colombia,2010, ISBN: 978-958-99238-4-9 vol: 1 págs: 211, Ed. Asociacion de Ingenieros Mecánicos de la Universidad Nacional de Colombia AIMUN ;FABIO EMIRO SIERRA VARGAS, CARLOS ALBERTO GUERRERO FAJARDO, LUIS ALEJANDRO PIRABAN ROZO, ;nro=00000000006208;
325;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;7 ;Libro resultado de investigación ;Licuefacción Del Gas Natural: Una Importante Alternativa Energética ;Colombia,2010, ISBN: 978-958-99238-7-0 vol: 1 págs: 184, Ed. Asociacion de Ingenieros Mecánicos de la Universidad Nacional de Colombia AIMUN ;FABIO EMIRO SIERRA VARGAS, CARLOS ALBERTO GUERRERO FAJARDO, CARLOS ANDRES GUERRERO ROMERO, ;nro=00000000006208;
326;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;8 ;Libro resultado de investigación ;Aceite de higuerilla Alternativa como combustible ;Colombia,2009, ISBN: 978-958-99238-0-1 vol: 1 págs: 79, Ed. Universidad Nacional De Colombia Departamento De Ingenieria Mecanica ;FABIO EMIRO SIERRA VARGAS, CARLOS ALBERTO GUERRERO FAJARDO, ;nro=00000000006208;
327;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;9 ;Libro resultado de investigación ;Procesos de gasificación de materiales orgánicos ;Colombia,2009, ISBN: 9789589923818 vol: 1 págs: 241, Ed. Universidad Nacional De Colombia Departamento De Ingenieria Mecanica ;FABIO EMIRO SIERRA VARGAS, ;nro=00000000006208;
328;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;10 ;Libro resultado de investigación ;Procesos de gasificación de materiales orgánicos ;Colombia,2009, ISBN: 9789589923818 vol: 0 págs: 241, Ed. Universidad Nacional De Colombia Departamento De Ingenieria Mecanica ;FABIO EMIRO SIERRA VARGAS, CARLOS ALBERTO GUERRERO FAJARDO, SANTIAGO RAMIREZ RUBIO, ;nro=00000000006208;
329;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;11 ;Libro resultado de investigación ;Pequeñas plantas lácteas ;Colombia,2009, ISBN: 978-958-719-241-4 vol: 1 págs: 120, Ed. Universidad Nacional De Colombia Bogota ;JOHANNY FRANCHESCO NINO FONSECA, ;nro=00000000006208;
330;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;12 ;Libro resultado de investigación ;Tecnologias Para El Aprovechamiento De Los Biocombustibles ;Colombia,2008, ISBN: 958-719-066-1 vol: 1 págs: 250, Ed. Unibiblios ;CARLOS ALBERTO GUERRERO FAJARDO, FABIO SIERRA, JORGE ARANGO, ;nro=00000000006208;
331;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;13 ;Libro resultado de investigación ;Tecnologias Para El Aprovechamiento De Los Biocombustibles ;Colombia,2008, ISBN: 978-958-719-066-3 vol: 1 págs: 326, Ed. Unibiblios ;FABIO EMIRO SIERRA VARGAS, CARLOS ALBERTO GUERRERO FAJARDO, JORGE EDUARDO ARANGO GOMEZ, ;nro=00000000006208;
332;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;14 ;Libro resultado de investigación ;Tecnologías Para El Aprovechamiento De La Energía Solar ;Colombia,2008, ISBN: 978-958-719-067-0 vol: 1 págs: 316, Ed. Unibiblos ;FABIO EMIRO SIERRA VARGAS, FABIOLA MEJIA BARRAGAN, ESPERANZA CARO RESTREPO, ;nro=00000000006208;
333;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;15 ;Libro resultado de investigación ;Tecnologias Para El Aprovechamiento De La Energia Solar ;Colombia,2008, ISBN: 958-719-067-X vol: 1 págs: 314, Ed. Unibiblos ;FABIOLA MEJIA BARRAGAN, FABIO SIERRA, ESPERANZA CARO, ;nro=00000000006208;
334;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;16 ;Libro resultado de investigación ;Política Ambiental ;Colombia,2003, ISBN: 9586836304 vol: 1 págs: 384, Ed. Javegraf ;CARLOS ALBERTO GUERRERO FAJARDO, ;nro=00000000006208;
335;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;1 ;Otro capítulo de libro publicado ;Biodiesel production from Waste Cooking Oil ;España, 2011, Biodiesel-Feedstocks Processing, ISBN: 979-956-307-713-0, Vol. , págs:23 - 45, Ed. ;FABIO EMIRO SIERRA VARGAS, CARLOS ALBERTO GUERRERO FAJARDO, ANDRES GUERRERO ROMERO, ;nro=00000000006208;
336;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;2 ;Otro capítulo de libro publicado ;Gasificación de Madera a escala semi industrial ;Colombia, 2010, Desarrolllo De Investigaciones Del Grupo Mecanismos De Desarrollo Limpio Y Gestión Energética, ISBN: 978-958-99238-5-6, Vol. , págs:144 - 158, Ed. Universidad Nacional De Colombia Departamento De Ingenieria Mecanica ;CARLOS ANDRES FORERO NUNEZ, ;nro=00000000006208;
337;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;3 ;Otro capítulo de libro publicado ;Instrumentación y automatización en procesos térmicos ;Colombia, 2010, Desarrolllo De Investigaciones Del Grupo Mecanismos De Desarrollo Limpio Y Gestión Energética, ISBN: 978-958-99238-5-6, Vol. , págs:5 - 15, Ed. Universidad Nacional De Colombia Departamento De Ingenieria Mecanica ;JOSE ULISES CASTELLANOS CONTRERAS, ;nro=00000000006208;
338;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;4 ;Otro capítulo de libro publicado ;Cómo encontrar oportunidades para promover proyectos novedosos y brindar mayores servicios ambientales en el sector energético nacional ;Colombia, 2010, Vehículos Eléctricos Y Enegía Eléctrica: A Partir De Energías Renovables, ISBN: 978-958-99238-2-5, Vol. , págs:212 - 223, Ed. ;EDGAR MORENO CASTILLO, GUSTAVO ADOLFO ORTEGA GUERRERO, ;nro=00000000006208;
339;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;5 ;Otro capítulo de libro publicado ;Magnitudes Físicas y Sistemas de Medición ;Colombia, 2003, Gas Natural Comprimido Vehicular GNCV ASPECTOS GENERALES, ISBN: 0, Vol. 1, págs:133 - 151, Ed. ;MANUEL ANTONIO MONTENEGRO MIER, ;nro=00000000006208;
340;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;1 ;Periódico de noticias ;Aceite de Higuerilla, listo para biodiesel ;Colombia, El Tiempo ISSN: 0, 2008 vol: fasc: págs: 3-7 - 3-7 ;CARLOS ALBERTO GUERRERO FAJARDO, ;nro=00000000006208;
341;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;2 ;Revista de divulgación ;APLICACION DE REDES NEURONALES EN PLANTAS TERMICAS ;Colombia, REVISTA ASOCIACION DE INGENIEROS DE LA UNIVERSIDAD NACIONAL :AIMUN ISSN: 0, 2000 vol: fasc: págs: - ;FABIO EMIRO SIERRA VARGAS, ;nro=00000000006208;
342;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;Si;1 ;Otro libro publicado ;Vehículos Eléctricos Y Enegía Eléctrica: A Partir De Energías Renovables ;Colombia,2010, ISBN: 978-958-99238-2-5 vol: 1 págs: 143, Ed. Asociacion de Ingenieros Mecánicos de la Universidad Nacional de Colombia AIMUN ;FABIO EMIRO SIERRA VARGAS, ;nro=00000000006208;
343;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;No;2 ;Otro libro publicado ;Investigacion sobre Energías Renovables del grupo MDL y Gestion Energética ;Colombia,2010, ISBN: 975-958-99238-5-6 vol: 1 págs: 160, Ed. Asociacion de Ingenieros Mecánicos de la Universidad Nacional de Colombia AIMUN ;FABIO EMIRO SIERRA VARGAS, CARLOS ALBERTO GUERRERO FAJARDO, ;nro=00000000006208;
344;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;Si;3 ;Otro libro publicado ;La Paradoja Del Oro ;Alemania,2005, ISBN: 3866110367 vol: 1 págs: 136, Ed. Pro literatur Verlag ;FABIOLA MEJIA BARRAGAN, ;nro=00000000006208;
345;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;Si;4 ;Otro libro publicado ;El Petróleo En Latinoamérica ;Alemania,2005, ISBN: 3866110375 vol: 1 págs: 136, Ed. pro Literatur Verlag ;FABIOLA MEJIA BARRAGAN, FABIO SIERRA, ;nro=00000000006208;
346;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;No;5 ;Otro libro publicado ;Conversión y Postconversión de Vehículos a GNCV ;Colombia,2003, ISBN: vol: págs: 73, Ed. ;MANUEL ANTONIO MONTENEGRO MIER, ;nro=00000000006208;
347;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;No;6 ;Otro libro publicado ;Preconversión de Vehículos a GNCV ;Colombia,2003, ISBN: vol: págs: 110, Ed. ;MANUEL ANTONIO MONTENEGRO MIER, ;nro=00000000006208;
348;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;No;7 ;Otro libro publicado ;Operación de Vehículos Convertidos ;Colombia,2003, ISBN: vol: págs: 51, Ed. ;MANUEL ANTONIO MONTENEGRO MIER, ;nro=00000000006208;
349;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;No;8 ;Otro libro publicado ;Quemadores ;Colombia,1996, ISBN: vol: 1 págs: 110, Ed. Universidad Nacional de Colombia ;FABIO EMIRO SIERRA VARGAS, ;nro=00000000006208;
350;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;1 ;Corto (Resumen) ;Progress and recent novelties of Ingeniería e Investigación Journal ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2017 vol:37 fasc: 2 págs: 3 - 5, DOI:https://doi.org/10.15446/ing.investig.v37n2.66566 ;FABIO ANDRES PAVAS MARTINEZ, ;nro=00000000000422;
351;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;2 ;Corto (Resumen) ;Report about the preliminary results of the National Bibliographic Index - Publindex ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2017 vol:37 fasc: 1 págs: 3 - 6, DOI:https://doi.org/10.15446/ing.investig.v37n1.63709 ;FABIO ANDRES PAVAS MARTINEZ, ;nro=00000000000422;
352;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;3 ;Publicado en revista especializada ;Development of a real time simulator based on ATP-EMTP and sampled values of IEC61850-9-2 ;Inglaterra, International Journal Of Electrical Power &Amp| Energy Systems ISSN: 0142-0615, 2016 vol:83 fasc: págs: 594 - 600, DOI:http://dx.doi.org/10.1016/j.ijepes.2016.06.001 ;JAIME DE LA REE, ERNESTO PEREZ GONZALEZ, ;nro=00000000000422;
353;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;4 ;Corto (Resumen) ;Results of the Universidad Nacional de Colombia¿s research groups ranking ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2016 vol:36 fasc: 2 págs: 3 - 5, DOI:http://dx.doi.org/10.15446/ing.investig.v36n2.59483 ;FABIO ANDRES PAVAS MARTINEZ, ;nro=00000000000422;
354;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;5 ;Corto (Resumen) ;State of h5 indicator for Colombian engineering journals ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2016 vol:36 fasc: 1 págs: 3 - 5, DOI:http://dx.doi.org/10.15446/ing.investig.v36n1.56850 ;FABIO ANDRES PAVAS MARTINEZ, ;nro=00000000000422;
355;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;6 ;Publicado en revista especializada ;Formation control using replicator¿mutator dynamics for multiple mobile autonomous agents ;Estados Unidos, Neurocomputing ISSN: 0925-2312, 2016 vol:172 fasc: N/A págs: 337 - 344, DOI:doi:10.1016/j.neucom.2015.06.082 ;EDUARDO ALIRIO MOJICA NAVA, ;nro=00000000000422;
356;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;7 ;Corto (Resumen) ;Visibility of Ingeniería e Investigación Journal ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2016 vol:36 fasc: 3 págs: 3 - 5, DOI:https://doi.org/10.15446/ing.investig.v36n3.61596 ;FABIO ANDRES PAVAS MARTINEZ, ;nro=00000000000422;
357;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;8 ;Corto (Resumen) ;Editorial note. Ranking of Colombian scientific journals: Engineering case - Ingeniería e Investigación Vol 35 No 3 ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: 3 págs: 3 - 4, DOI:http://www.revistas.unal.edu.co/index.php/ingeinv/article/view/54609/54104 ;FABIO ANDRES PAVAS MARTINEZ, ;nro=00000000000422;
358;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;9 ;Publicado en revista especializada ;Harmonic distortion in public low-voltage grids Comparison of the situation in Colombia and Germany ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: Sup1 págs: 50 - 57, DOI:http://dx.doi.org/10.15446/ing.investig.v35n1Sup.53286 ;FABIO ANDRES PAVAS MARTINEZ, ANA MARIA BLANCO CASTANEDA, MIGUEL FERNANDO ROMERO LOZANO, CAMILO ANDRES GARZON, JAN MEYER, PETER SCHEGNER, ;nro=00000000000422;
359;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;10 ;Publicado en revista especializada ;Harmonic distortion in public low-voltage grids Comparison of the situation in Colombia and Germany ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: 1 págs: 50 - 57, DOI: ;ANA MARIA BLANCO CASTANEDA, ;nro=00000000000422;
360;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;11 ;Publicado en revista especializada ;Comparison of maintenance scheme effects on power transformer reliability performance ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: N/A págs: 73 - 81, DOI:10.15446/ing.investig.v35n1Sup.53435 ;IVAN CAMILO DURAN TOVAR, FABIO ANDRES PAVAS MARTINEZ, OSCAR GERMAN DUARTE VELASCO, LAURA SOFIA ROSERO ZUNIGA, ;nro=00000000000422;
361;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;12 ;Publicado en revista especializada ;Harmonic distortion in public low-voltage grids Comparison of the situation in Colombia and Germany ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: N/A págs: 50 - 57, DOI:http://dx.doi.org/10.15446/ing.investig.v35n1Sup.53286 ;MIGUEL FERNANDO ROMERO LOZANO, FABIO ANDRES PAVAS MARTINEZ, ANA MARIA BLANCO CASTANEDA, ;nro=00000000000422;
362;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;13 ;Publicado en revista especializada ;Population Games Methods for Distributed Control of Microgrids ;Estados Unidos, Ieee Transactions On Smart Grid ISSN: 1949-3053, 2015 vol:6 fasc: 6 págs: 2586 - 2595, DOI:10.1109/TSG.2015.2444399 ;EDUARDO ALIRIO MOJICA NAVA, CARLOS BARRETO, NICANOR QUIJANO SILVA, ;nro=00000000000422;
363;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;14 ;Publicado en revista especializada ;Characterization of non-linear household loads for frequency domain modeling ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: N/A págs: 65 - 72, DOI:http://dx.doi.org/10.15446/ing.investig.v35n1Sup.53895 ;LUIS EDUARDO GALLEGO VEGA, MIGUEL FERNANDO ROMERO LOZANO, ;nro=00000000000422;
364;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;15 ;Corto (Resumen) ;Carta editorial - Ingeniería e Investigación Vol 35 No 1Sup - SICEL 2015 ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: 1 págs: 3 - 4, DOI:http://www.revistas.unal.edu.co/index.php/ingeinv/article/view/54222/53504 ;FABIO ANDRES PAVAS MARTINEZ, JAVIER GUSTAVO HERRERA MURCIA, JOHNY HERNAN MONTANA CHAPARRO, ;nro=00000000000422;
365;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;16 ;Publicado en revista especializada ;Comparison of maintenance scheme effects on power transformer reliability performance ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: Sup1 págs: 73 - 81, DOI:http://dx.doi.org/10.15446/ing.investig.v35n1Sup.53435 ;FABIO ANDRES PAVAS MARTINEZ, IVAN CAMILO DURAN TOVAR, OSCAR GERMAN DUARTE VELASCO, LAURA SOFIA ROSERO ZUNIGA, ;nro=00000000000422;
366;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;17 ;Publicado en revista especializada ;Editorial note - Ingeniería e Investigación Vol 35 No 2 ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2015 vol:35 fasc: 2 págs: 3 - 5, DOI:DOI:http://dx.doi.org/10.15446/ing.investig.v35n2.52247 ;FABIO ANDRES PAVAS MARTINEZ, ;nro=00000000000422;
367;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;18 ;Publicado en revista especializada ;Spinning reserve analysis in a microgrid ;Colombia, Dyna ISSN: 0012-7353, 2015 vol:82 fasc: 192 págs: 85 - 93, DOI:http://dx.doi.org/10.15446/dyna.v82n192.48580 ;LUIS ERNESTO LUNA RAMIREZ, HORACIO TORRES, FABIO ANDRES PAVAS, ;nro=00000000000422;
368;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;19 ;Publicado en revista especializada ;Modeling dynamic procurement auctions of standardized supply contracts in electricity markets including bidders adaptation ;Colombia, DYNA ISSN: 0012-7360, 2015 vol:82 fasc: 192 págs: 168 - 176, DOI: http://dx.doi.org/10.15446/dyna.v82n192.48612 ;HENRY CAMILO TORRES VALDERRAMA, LUIS EDUARDO GALLEGO VEGA, ;nro=00000000000422;
369;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;20 ;Publicado en revista especializada ;THE IMPACT OF SUPPLY VOLTAGE DISTORTION ON THE HARMONIC CURRENT EMISSION OF NON-LINEAR LOADS ;Colombia, Dyna ISSN: 0012-7353, 2015 vol:82 fasc: 192 págs: 150 - 159, DOI: ;ANA MARIA BLANCO CASTANEDA, ;nro=00000000000422;
370;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;21 ;Publicado en revista especializada ;Spinning reserve analysis in a microgrid ;Colombia, Dyna ISSN: 0012-7353, 2015 vol:82 fasc: 192 págs: 85 - 93, DOI:DOI:http://dx.doi.org/10.15446/dyna.v82.192.48580 ;FABIO ANDRES PAVAS MARTINEZ, HORACIO TORRES SANCHEZ, LUIS ERNESTO LUNA RAMIREZ, ;nro=00000000000422;
371;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;22 ;Publicado en revista especializada ;DESIGN AND CONSTRUCTION OF A REDUCED SCALE MODEL TO MEASURE LIGHTNING INDUCED VOLTAGES OVER AN INCLINED TERRAIN ;Colombia, DYNA ISSN: 0012-7360, 2015 vol:82 fasc: 192 págs: 160 - 167, DOI:http://dx.doi.org/10.15446/dyna.v82n192.48611 ;ERNESTO PEREZ GONZALEZ, EDISON ANDRES SOTO RIOS, JAVIER GUSTAVO HERRERA MURCIA, ;nro=00000000000422;
372;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;23 ;Publicado en revista especializada ;An epidemiological approach to assess risk factors and current distortion incidence on distribution networks ;Colombia, Dyna ISSN: 0012-7353, 2015 vol:82 fasc: 192 págs: 101 - 108, DOI:http://dx.doi.org/10.15446/dyna.v82n192.48585 ;MIGUEL FERNANDO ROMERO LOZANO, FABIO ANDRES PAVAS MARTINEZ, LUIS EDUARDO GALLEGO VEGA, ;nro=00000000000422;
